Disease_cn,Level2_dep,Descript,Disease_ab,Alias,Treatment,Head_dep,Id,Symptom
恙虫病性肺炎,呼吸内科,　　恙虫病是由立克次体引起的全身性传染病，常侵犯肺部引起肺炎等病变。,ycbxfy," 恙虫肺炎,恙螨肺炎",http://jbk.39.net/ycbxfy/yyzl,内科,http://jbk.39.net/ycbxfy/jbzs,
妊娠合并哮喘,呼吸内科,　　哮喘(asthma)是一种常见的可逆的呼吸道阻塞性疾病，其临床特点是阵发性喘息、呼气性呼吸困难、胸闷和咳嗽。喘息发作特别是重症哮喘和哮喘持续状态不仅危及母亲，而且由于母体严重缺氧可致胎儿宫内缺氧，发育迟缓、窘迫，甚至胎死宫内。因此对妊娠期哮喘发作的处理是否得当，直接影响母儿安全。,rshbxc,"
                        ",http://jbk.39.net/rshbxc/yyzl,内科,http://jbk.39.net/rshbxc/jbzs,"胸闷,喘息,呼吸困难,哮鸣音,胸部紧迫或束带感"
脱屑性间质肺炎,呼吸内科,　　脱屑性间质性肺炎(desquamative interstitialpneumonitis，DIP)是间质性肺炎一种类型，是以气腔单核细胞浸润为特征的慢性肺部炎症。DIP是一种临床及病理上独立的疾病名称，累及30~40岁的吸烟者，大多数病人有气促。其特征为肺泡腔有广泛的大量肺泡细胞脱屑和增生，对类固醇激素反应良好。Liebow等认为是独立的疾病，但Sceding等认为它可能是致纤维化肺泡炎发展中的一个阶段，其他作者在特发性间质性肺纤维化、嗜伊红细胞肉芽肿、肺蛋白沉着症、类风湿样病长期服用呋喃咀丁等病例中，发现肺脏病理变化亦与脱屑性间质性肺炎有相同之处。,txxjzfy, 脱屑性间质性肺炎,http://jbk.39.net/txxjzfy/yyzl,内科,http://jbk.39.net/txxjzfy/jbzs,
化学液体吸入,呼吸内科,　　临床上误吸的化学液体主要包括煤油、汽油、柴油、矿物油、动物油、植物油、家具擦光剂以及其他石油溶媒。误吸各种化学液体的临床特征根据其化学性质的稳定与否、吸入量和吸入频率以及是否同时吸入其他物质而表现不一。大多缺乏特异性治疗。,hxytxr,"
                        ",http://jbk.39.net/hxytxr/yyzl,内科,http://jbk.39.net/hxytxr/jbzs,
寇热,呼吸内科,　　寇热是由贝纳立克次体(R.burnetii，又称伯氏立克次体、寇热立克次体)引起的急性传染病。1935年在澳大利亚首次发现，由于认为是一种原因不明的疾病(query为疑问之意)，故名寇热。牛、羊、狗、马、骡和猪等家畜为主要传染源。临床特征为发热、头痛、全身肌肉疼痛;但无皮疹，有时伴间质性肺炎，少数患者出现慢性肝炎或致命性的心内膜炎。,kr," 九里热,柯克斯体病",http://jbk.39.net/kr/yyzl,内科,http://jbk.39.net/kr/jbzs,"发烧,头痛,乏力"
单纯性肺嗜酸粒细胞浸润症,呼吸内科,　　吕弗琉于1932年首先描述本病，故又名吕弗琉综合征。其特点为游走性肺部浸润伴外周血嗜酸粒细胞计数增高，肺部症状轻微，多数仅有轻咳，病程呈自限性，常于3～4周内自行痊愈。,dcxfsslxbjrz, 吕弗琉综合征,http://jbk.39.net/dcxfsslxbjrz/yyzl,内科,http://jbk.39.net/dcxfsslxbjrz/jbzs,"乏力,胸闷憋气,胸闷,咯血伴发热,嗜酸性粒细胞增多,咽部异物感"
肺青霉病,呼吸内科,青霉菌广泛存在于自然界。某些青霉菌可产生抗生素如青霉素及多种酶和有机酸，从而得到广泛应用，多数通常为污染菌，少数菌种在一定条件下可引起青霉菌病(penicilliosis)和肺青霉病。近年来受到重视的马尔尼菲青霉菌病已在另一节重点讨论。,fqmb," 肺青霉菌病,过敏性支气管肺青霉病,支气管-肺青霉菌病",http://jbk.39.net/fqmb/yyzl,内科,http://jbk.39.net/fqmb/jbzs,
肺络张,呼吸内科,　　中医　　肺络张指因邪气犯肺，肺气痹阻，痰浊内蕴，肺络扩张所致。以慢性咳嗽，咯吐大量粘痰或脓痰，间断咳血为主要表现的肺系疾病。　　西医　　支气管扩张症是指支气管及其周围组织的慢性炎症损坏管壁，引起支气管管腔扩张和变形。临床特点是慢性反复咳嗽，咳脓痰和咯血，是临床常见支气管化脓性疾病。,flz, 支气管扩张和变形、支气管慢性化脓性炎症,http://jbk.39.net/flz/yyzl,内科,http://jbk.39.net/flz/jbzs,
肺动脉发育不全,呼吸内科,　　肺动脉发育不全(pulmonary artery agenesis，PAA)为较少见的先天性畸形，包括多种类型，如肺动脉主干缺如，右或左肺动脉近端缺如，左肺动脉异常起源和肺动脉缩窄等。常伴有其他心血管畸形，如法洛四联症。,fdmfybq,"
                        ",http://jbk.39.net/fdmfybq/yyzl,内科,http://jbk.39.net/fdmfybq/jbzs,
老年人阳性杆菌肺炎,呼吸内科,　　革兰阳性杆菌肺炎是由革兰阳性杆菌感染所致，因老年人免疫功能低下特别易患革兰阳性杆菌肺炎，其次见于新生儿，孕妇等患者。临床表现，突然发病，寒战、高烧。呼吸困难、病死率极高、肺炭疽是常见病之一。,lnryxgjfy, 老年阳性杆菌肺炎,http://jbk.39.net/lnryxgjfy/yyzl,内科,http://jbk.39.net/lnryxgjfy/jbzs,"发绀,循环衰竭,呼吸困难,胸痛,寒战,啰音"
小儿肺隔离症,呼吸内科,　　肺隔离症(pulmonary sequestration)是一种肺组织的先天发育异常。其特征为有一部分肺组织与正常的肺组织相隔离，且与正常肺组织的支气管和肺动脉不相连，其血液供应来自主动脉的一个异常分支。可分为两型，叶内型和叶外型。,xefglz, 支气管肺组织分离,http://jbk.39.net/xefglz/yyzl,内科,http://jbk.39.net/xefglz/jbzs,"胸痛,继发感染,寒战,咳嗽"
链球菌中毒性休克综合征,呼吸内科,　　链球菌中毒性休克综合征(streptococcal toxic shock syndrome，Strep TSLS)是由于链球菌引起的急性严重综合征，以局部疼痛、高热、低血压及多器官受累等为特征。可由A群链球菌、缓症链球菌(S.mitis)或草绿色链球菌(S.viridans)引起，病菌主要经黏膜或皮肤侵入人体，大多数患者在轻微局部创伤的基础上发生感染，部分患者系术后感染所致。潜伏期短，起病急，少数患者有发热、寒战、肌痛和腹泻等前驱期症状。多见于50岁以下成人，以冬春季多见。本病女性发病率显着高于男性，占95%，其中90%的发病与月经来潮有关。使用阴道塞者的TSS 发病率约为非使用者的18倍。,lqjzdxxkzhz, 链球菌中毒性休克综合症,http://jbk.39.net/lqjzdxxkzhz/yyzl,内科,http://jbk.39.net/lqjzdxxkzhz/jbzs,"发烧,寒战,肌痛"
小儿双唇综合征,呼吸内科,　　双唇综合征(Laffer-Aschers syndrome)，又称甲状腺肿和双唇综合征、眼睑松弛综合征、Laffer-Ascher综合征，Ascher综合征。　　1909年Laffer首次报道1例双唇和眼睑松垂患者，后来Ascher又发现第三个症状——非毒性甲状腺肿大。因此国外学者将双唇-眼睑松垂-非毒性甲状腺肿大三联征称为Laffer-Ascher综合征。,xesczhz," 小儿Ascher综合征,小儿甲状腺肿和双唇综合征",http://jbk.39.net/xesczhz/yyzl,内科,http://jbk.39.net/xesczhz/jbzs,"甲状腺肿大,下唇肿胀外翻,单侧面部萎缩,嘴角降肌发育不良"
老年人呼吸性酸中毒,呼吸内科,　　呼吸性酸中毒(呼酸)常因CO2潴留所致，急性期肾脏的代偿作用不大，碳酸氢盐缓冲系统又不起作用，故酸中毒进展快，十几分钟内即可达到严重程度;且潴留的CO2极易进入细胞，导致细胞内酸中毒，若不及时纠正，病死率很高。其主要特征是血浆PaCO2升高，慢性期HCO3-水平代偿性增加。,lnrhxxszd, 老年呼吸性酸中毒,http://jbk.39.net/lnrhxxszd/yyzl,内科,http://jbk.39.net/lnrhxxszd/jbzs,"呼吸急促,呼吸困难,烦躁不安,头痛,水肿"
黄杆菌肺炎,呼吸内科,黄杆菌可引起肺炎，也可招致脑膜炎、败血症等感染，是一个新认识的菌种。,hgjfy," 产黄菌肺炎,黄质菌肺炎",http://jbk.39.net/hgjfy/yyzl,内科,http://jbk.39.net/hgjfy/jbzs,
混合型慢性高原病,呼吸内科,　　目前，在国内对混合性慢性高原病定义基本得到了一致，它是既有低氧性红细胞增生过多，又有肺动脉高压引起的高原心脏病的表现。混合型慢性高原病多发生于久住高原的平原移居者及少数世居者，一般男性的发病率高于女性，儿童很少见。据报道，南美洲安第斯高原世居者的患病率明显高于喜马拉雅山地区世居者，这可能是人体在喜马拉雅山地区居住时间要比安第斯高原长的多有关。,hhxmxgyb," 混合型慢性高空病,混合型慢性高山病",http://jbk.39.net/hhxmxgyb/yyzl,内科,http://jbk.39.net/hhxmxgyb/jbzs,
链杆菌病,呼吸内科,　　链杆菌病又名念珠状链杆菌性鼠咬热。鼠咬热(rat-bit fever)原系鼠类传染病，为鼠类或其他啮齿动物咬伤所致的急性传染病。由念珠状链杆菌所致者表现不规则发热，多有关节炎和皮疹。,lgjb, 念珠状链杆菌性鼠咬热,http://jbk.39.net/lgjb/yyzl,内科,http://jbk.39.net/lgjb/jbzs,"寒战,发烧,头痛,背痛"
小儿脓胸,呼吸内科,　　脓胸(pyothorax)是指胸膜腔内有脓液积聚，故又称为化脓性胸膜炎(purulent pleurisy)，在婴幼儿最多见。一般胸腔穿刺液在试管内静置沉积24h后，1/10～1/2应为固体成分。少于1/10则称为胸腔积液。,xenx, 小儿化脓性胸膜炎,http://jbk.39.net/xenx/yyzl,内科,http://jbk.39.net/xenx/jbzs,"高热,胸痛,持续性咳嗽,鼻翼扇动"
锡尘肺,呼吸内科,"　　金属粉尘是指较长时间悬浮在空气中的金属及其化合物的微小固体颗粒，又称金属气溶胶。锡(tin)是银白色略带蓝色的金属，具有熔点低、沸点高、韧性大、抗腐蚀性强等物理特征，工业主要用于制造黄铜、青铜及巴必脱合金等，食品工业常用马口铁、锡箔作为包装材料。
　　金属粉尘沉着症的共同点是暴露工人的X线胸片表现有密度增高、边缘清晰的小圆形阴影为主的X线征象，停止接尘后一定时间，肺部X线阴影可自行消退(即自净)，病人症状不明显，肺组织无明显的纤维化。",xcf, 锡末沉着症,http://jbk.39.net/xcf/yyzl,内科,http://jbk.39.net/xcf/jbzs,
枸橼酸杆菌肺炎,呼吸内科, 枸橼酸杆菌肺炎(citrobacter pneumonia)是由枸橼酸杆菌感染所致。为医院常见的获得性感染。近几年来，发病率有上升趋势。且该菌对多种抗生素耐药，治疗较困难，预后差。,gysgjfy, 柠檬酸细菌肺炎,http://jbk.39.net/gysgjfy/yyzl,内科,http://jbk.39.net/gysgjfy/jbzs,
坏死性结节病样肉芽肿病,呼吸内科,　　坏死性结节病样肉芽肿病(necrotic sarcoid granulomatosis，NSG)是一种原发性肺肉芽肿性疾病，其病理组织学显示融合的结节病样或上皮样肉芽肿，伴血管炎和大片坏死。,hsxjjbyryzb,"
                        ",http://jbk.39.net/hsxjjbyryzb/yyzl,内科,http://jbk.39.net/hsxjjbyryzb/jbzs,"胸痛,结节,气急,肺外症状,肉芽肿,咳嗽"
卫氏并殖吸虫病,呼吸内科,　　卫氏并殖吸虫病(paragonimiasis westermani)又称卫氏肺吸虫病，由卫氏并殖吸虫(paragonimus westermani)所致，一般症状表现为外周血嗜酸性粒细胞增多，咳嗽、咳铁锈色痰、如果虫体寄生在其他部位也会产生相应症状。　　在我国，卫氏并殖吸虫病流行区有2种类型，即以蝲蛄为传播媒介的东北部流行区和以溪蟹为传播媒介的东南部流行区，其中流行最严重的有浙江、黑龙江和吉林省。,wsbzxcb, 卫氏肺吸虫病,http://jbk.39.net/wsbzxcb/yyzl,内科,http://jbk.39.net/wsbzxcb/jbzs,"发烧,乏力,肚子疼,咳嗽"
妊娠合并肺栓塞,呼吸内科,　　肺栓塞(pulmonary embolism，PE)是产科静脉血栓病的最严重的并发症，大量的肺血栓50%以上患者都在30min内死亡，绝大部分来不及抢救，只有从早期认识，预防肺栓塞来减少死亡。,rshbfss, 妊娠合并肺动脉栓塞,http://jbk.39.net/rshbfss/yyzl,内科,http://jbk.39.net/rshbfss/jbzs,"心肺栓塞,呼吸困难,焦虑,肚子疼,恶心,脑缺氧,舒张期奔马律,出冷汗,昏迷"
支气管肺隔离症,呼吸内科,　　支气管肺隔离症(bronchopulmonary sequestration)系肺先天发育异常，隔离肺组织与正常肺组织有胸膜将其分离，并接受体循环动脉血液供应，包括叶内型和叶外型两种。多发生于胚胎发育早期，可能伴有其他类型先天性畸形，如支气管食管憩室，膈疝和骨骼异常等。,zqgfglz,"
                        ",http://jbk.39.net/zqgfglz/yyzl,内科,http://jbk.39.net/zqgfglz/jbzs,
免疫缺陷性肺炎,呼吸内科,　　原发性免疫缺陷是指先天性、遗传性等原因所致免疫防御机制损害的综合征，有人将免疫器官原发性疾病，如淋巴瘤引起的免疫损害，划为原发性免疫缺陷是欠妥当的。,myqxxfy,"
                        ",http://jbk.39.net/myqxxfy/yyzl,内科,http://jbk.39.net/myqxxfy/jbzs,
小儿特发性肺纤维化,呼吸内科,　　特发性肺纤维化(idiopathic pulmonary fibrosis，IPF)又称特发性致纤维化肺泡炎、Hamman-Rich综合征，特发性弥漫性肺间质纤维化(idiopathic diffuse interstitial fibrosis of the lung)，欧洲学者称之为隐源性致纤维化肺泡炎(cryptogenic fibrosing alveolitis)，现多简称致纤维化肺泡炎(FA)。是一种原因不明的弥漫性进行性肺间质纤维化，可能不是一种疾病，而只是多种原因所致的慢性间质性肺炎之终末阶段。较多见于成人，但亦可在婴幼儿及儿童中发生。临床以刺激性干咳、气促、进行性呼吸困难和低氧血症为特征，病情常持续进展，最终因呼吸衰竭而死亡。,xetfxfxwh, 小儿Hamman-Rich综合征,http://jbk.39.net/xetfxfxwh/yyzl,内科,http://jbk.39.net/xetfxfxwh/jbzs,"疲乏,食欲减退,气短,干咳"
气管前间隙感染,呼吸内科,　　气管前间隙位于气管前筋膜与气管之间，向下可达上纵隔。临床感染少见，主要继发于喉咽、食管的损伤和甲状腺炎症。初起因喉头轻度水肿而声嘶，程度加重时则可有吞咽困难和呼吸困难等。使用足量有效抗生素，辅助局部物理治疗有助于炎症控制。脓肿形成应切开引流。,qgqjxgr,"
                        ",http://jbk.39.net/qgqjxgr/yyzl,内科,http://jbk.39.net/qgqjxgr/jbzs,"呼吸困难,食欲减退,充血,脓肿"
沙雷菌肺炎,呼吸内科,　　沙雷菌肺炎(serratia pneumonia)是由沙雷菌感染所致，多为医院内获得性感染，近几年来发病率明显增多，且耐药菌株增多，治疗困难。现已引起人们广泛注意。,sljfy," 灵杆菌肺炎,沙雷氏菌肺炎,粘质沙雷菌肺炎,粘质沙雷氏菌肺炎",http://jbk.39.net/sljfy/yyzl,内科,http://jbk.39.net/sljfy/jbzs,
小儿先天性肺囊肿,呼吸内科,　　先天性肺囊肿(congenital pulmonary cyst)是一种较为常见的肺发育异常症。病变的肺组织出现单个或多个囊肿，可累及一个或数个肺叶。其临床表现颇不一致，有的可完全无症状，有的可因囊肿内出现张力性积气而引起严重的压迫症状。,xextxfnz, 小儿肺囊肿,http://jbk.39.net/xextxfnz/yyzl,内科,http://jbk.39.net/xextxfnz/jbzs,"低烧,吞咽困难,干咳,心率增快"
妊娠合并肺炎,呼吸内科,　　妊娠合并肺炎是由不同的病原体引起的肺实质的炎症，常累及小支气管及肺泡，是妊娠期严重的内科合并症。在孕期虽较少见，但却是孕妇非产科感染的常见原因之一，也是非产科死亡原因中的主要原因之一。,rshbfy,"
                        ",http://jbk.39.net/rshbfy/yyzl,内科,http://jbk.39.net/rshbfy/jbzs,"胸痛,黏液脓性痰,咳泡沫黏液痰,支气管肺泡音"
小儿结节性硬化综合征,呼吸内科,　　结节性硬化综合征即结节性硬化症(tuberous sclerosis)又称Bourneville综合征、Pringle综合征、Bourneville-Pringle母斑病、面部对称性血管扩张性纤维瘤母斑(naevus fibromatous angiectodes symmetricus faciei)等，是神经皮肤综合征的一个型。随着分子生物学技术的应用，对该病的认识有进一步提高，目前认为是以多器官的组织缺陷和错构瘤为特征的系统性疾病，除外周神经、骨骼肌、松果体外可累及所有组织器官。临床以儿童期对称性面部丘疹、癫痫样发作、智能障碍、神经系和视网膜异常等为特征。　　据文献报告，本病的发病率约为1/10万～3/10万患病率为5/10万男女之比约2∶1～3∶1,xejjxyhzhz," 小儿结节性脑硬化综合征,小儿面部对称性血管扩张性纤维瘤母斑",http://jbk.39.net/xejjxyhzhz/yyzl,内科,http://jbk.39.net/xejjxyhzhz/jbzs,"颅内高压,咖啡斑,丘疹,癫痫和癫痫样发作"
